,image_id,desc
36128,421322723_3470543368,startseq teenager standing in crowd of people texting on his phone endseq
36129,421322723_3470543368,startseq man with green shirt looks at phone endseq
36130,421706022_1ddb6a7a78,startseq man in black stands between two huge soft toys at fairground endseq
36131,421706022_1ddb6a7a78,startseq police officer in the middle of parade endseq
36132,421706022_1ddb6a7a78,startseq police officer keeps watch parade endseq
36133,421706022_1ddb6a7a78,startseq police officer stands between dragons in chinese new year celebration endseq
36134,421706022_1ddb6a7a78,startseq this policeman is standing in front of ride at carnival endseq
36135,421730441_6b2267fd31,startseq man in black hat standing in front of brick wall and sign endseq
36136,421730441_6b2267fd31,startseq man in knit cap stands next to brick wall endseq
36137,421730441_6b2267fd31,startseq man standing in front of brick building endseq
36138,421730441_6b2267fd31,startseq man wearing black shirt standing in front of red brick wall endseq
36139,421730441_6b2267fd31,startseq the man in the black hat has his back to theater sign endseq
36140,421808539_57abee6d55,startseq brown dog walks through snow endseq
36141,421808539_57abee6d55,startseq brown puppy walking through the snow endseq
36142,421808539_57abee6d55,startseq dog looks curious at adventures lying ahead in the snow endseq
36143,421808539_57abee6d55,startseq dog walking in the snow endseq
36144,421808539_57abee6d55,startseq yellow puppy walking through the snow endseq
36145,421932359_edbf181f44,startseq black and white dog is running towards the viewer endseq
36146,421932359_edbf181f44,startseq brown and white dog is running across brown field endseq
36147,421932359_edbf181f44,startseq dog running through field towards camera endseq
36148,421932359_edbf181f44,startseq dog with its ears up runs on brown grass endseq
36149,421932359_edbf181f44,startseq white dog running on dirt endseq
36150,422756764_e7eaac76bf,startseq brown dog is chasing after yellow ball endseq
36151,422756764_e7eaac76bf,startseq brown dog is playing ball in yard endseq
36152,422756764_e7eaac76bf,startseq dog chases after yellow ball endseq
36153,422756764_e7eaac76bf,startseq puppy playing with ball endseq
36154,422756764_e7eaac76bf,startseq small dog with blue color fetching yellow ball endseq
36155,422763475_0bc814dac6,startseq boy drags his sled through the snow endseq
36156,422763475_0bc814dac6,startseq boy in blue jacket carrying red sled running away followed by small dog endseq
36157,422763475_0bc814dac6,startseq child running with snowboard on snow covered surface endseq
36158,422763475_0bc814dac6,startseq child wearing blue coat runs along the snow while small dog follows endseq
36159,422763475_0bc814dac6,startseq young boy plays with his dog in the snow endseq
36160,423066487_07757b2b49,startseq gyro chef in white jacket and cap looking at gyro meat endseq
36161,423066487_07757b2b49,startseq large man wearing white hat endseq
36162,423066487_07757b2b49,startseq man in butchers uniform standing next to two large rolls of beef endseq
36163,423066487_07757b2b49,startseq man in white stands in front of gyro meat endseq
36164,423066487_07757b2b49,startseq the chef is working at restaurant endseq
36165,424307754_1e2f44d265,startseq black dog jumps into the air to get treat from its owner endseq
36166,424307754_1e2f44d265,startseq black dog jumps up to man uplifted hand endseq
36167,424307754_1e2f44d265,startseq man demonstrating how high his black dog can jump endseq
36168,424307754_1e2f44d265,startseq man in field with black dog jumping at his raised arm endseq
36169,424307754_1e2f44d265,startseq the man is standing next to dog while the dog jumps in the air endseq
36170,424379231_23f1ade134,startseq corgie walks on thin blue platform endseq
36171,424379231_23f1ade134,startseq dog runs out onto swimming pool diving board endseq
36172,424379231_23f1ade134,startseq light brown and white dog walks on thin railing endseq
36173,424379231_23f1ade134,startseq small dog walks along an elevated walkway endseq
36174,424379231_23f1ade134,startseq tan and white dog is walking on beam endseq
36175,424416723_19c56cb365,startseq black dog jumping endseq
36176,424416723_19c56cb365,startseq brown dog is jumping on its hind legs endseq
36177,424416723_19c56cb365,startseq brown dog is leaping into the air in front of wooden structure in pine forest endseq
36178,424416723_19c56cb365,startseq brown dog jumping off the ground in the woods endseq
36179,424416723_19c56cb365,startseq the dog leaps into the air in field endseq
36180,424506167_01f365726b,startseq large and small dog interact in grassy field endseq
36181,424506167_01f365726b,startseq small brown jumps in the air as big brown dog watches endseq
36182,424506167_01f365726b,startseq small dog stands next to larger dog out in field endseq
36183,424506167_01f365726b,startseq two dogs standing in the field endseq
36184,424506167_01f365726b,startseq two dogs stand side by side in the yard endseq
36185,424779662_568f9606d0,startseq there are women in st patrick day costumes endseq
36186,424779662_568f9606d0,startseq three women celebrate st patrick day by dressing up in green and white on busy street endseq
36187,424779662_568f9606d0,startseq three women dressed in green celebrating st patricks day endseq
36188,424779662_568f9606d0,startseq three women dressed up in green and shamrocks endseq
36189,424779662_568f9606d0,startseq three women wearing plenty of green and shamrocks endseq
36190,424869823_7aec015d87,startseq little girl holding her hand so that it looks the rainbow ends in her hand endseq
36191,424869823_7aec015d87,startseq young girl in front of rainbow endseq
36192,424869823_7aec015d87,startseq girls posing with rainbow in the sky endseq
36193,424869823_7aec015d87,startseq the girl is wearing blue outfit and holding out her hand to rainbow endseq
36194,424869823_7aec015d87,startseq the young girl bent down to touch the rainbow endseq
36195,425088533_a460dc4617,startseq little boy in red sweater is climbing tree endseq
36196,425088533_a460dc4617,startseq little boy in red is climbing tree endseq
36197,425088533_a460dc4617,startseq small child in tree endseq
36198,425088533_a460dc4617,startseq toddler in red sweatshirt and grey sweatpants in the branches of tree endseq
36199,425088533_a460dc4617,startseq young boy in red shirt plays in tree endseq
36200,425518464_a18b87c563,startseq person wearing white hooded sweatshirt covered with blanket sitting on bench reading endseq
36201,425518464_a18b87c563,startseq woman reads paper on bench in park endseq
36202,425518464_a18b87c563,startseq woman sits on bench reading newspaper endseq
36203,425518464_a18b87c563,startseq the person wearing the white sheet and white hoodie sits on the bench reading endseq
36204,425518464_a18b87c563,startseq woman wrapped in blanket sits on bench and reads in park endseq
36205,425706089_f138118e12,startseq two men are standing outside restaurant at dusk endseq
36206,425706089_f138118e12,startseq two men drink stand in front of brightly lit restaurant drinking soda endseq
36207,425706089_f138118e12,startseq two men outside of restaurant endseq
36208,425706089_f138118e12,startseq two men stand in front of restaurant endseq
36209,425706089_f138118e12,startseq two older men standing in front of store of sorts endseq
36210,426065353_e9a604a01f,startseq couple guys taking body shots off of girl endseq
36211,426065353_e9a604a01f,startseq guy is talking to his friend taking picture of girl taking shots endseq
36212,426065353_e9a604a01f,startseq woman lies on bar surrounded by people endseq
36213,426065353_e9a604a01f,startseq three men in dress shirts in bar with woman lying on the bar and female bartender in the background endseq
36214,426065353_e9a604a01f,startseq three young men are taking picture of two girls at bar with cameraphone endseq
36215,426191845_1e979e9345,startseq dog is playing by itself on beach that has recently seen snowfall endseq
36216,426191845_1e979e9345,startseq dog is running in the dirt and snow endseq
36217,426191845_1e979e9345,startseq dog running on the sand endseq
36218,426191845_1e979e9345,startseq dog walking along snow drift endseq
36219,426191845_1e979e9345,startseq yellow dog is running down sandy and snowy hill endseq
36220,42637986_135a9786a6,startseq silhouette of two people sitting on dock at sunset endseq
36221,42637986_135a9786a6,startseq two people are sitting on wooden dock on lake at sunset endseq
36222,42637986_135a9786a6,startseq two people sit on dock with sunset in the background endseq
36223,42637986_135a9786a6,startseq two people sit on the pier together and look out at the ocean endseq
36224,42637986_135a9786a6,startseq two people sitting on dock under lamp post with clouds in the sky beyond them endseq
36225,42637987_866635edf6,startseq man and dog are sitting on park bench with several people walking down the path that runs alongside it endseq
36226,42637987_866635edf6,startseq man and dog on park bench in the foreground with group of walking people in the distance endseq
36227,42637987_866635edf6,startseq man sits on bench in the park with dog while others walk nearby endseq
36228,42637987_866635edf6,startseq people sit on park bench while others jog on path endseq
36229,42637987_866635edf6,startseq the man sits with his dog on bench in park endseq
36230,426805536_d1d5e68c17,startseq bearded man reads while sitting on wall in park endseq
36231,426805536_d1d5e68c17,startseq man reads his paper on the bench endseq
36232,426805536_d1d5e68c17,startseq man wearing red shirt sits on cement bench and reads the paper endseq
36233,426805536_d1d5e68c17,startseq an old man sits outside reading newspaper endseq
36234,426805536_d1d5e68c17,startseq an old man with white beard is reading endseq
36235,426920445_d07d1fd0f7,startseq black and white dog runs on soft green grass endseq
36236,426920445_d07d1fd0f7,startseq dog runs in field with its tongue sticking out endseq
36237,426920445_d07d1fd0f7,startseq dog runs on filed with its mouth open endseq
36238,426920445_d07d1fd0f7,startseq the brown and white dog is running through the grass endseq
36239,426920445_d07d1fd0f7,startseq the dog is running on grass endseq
36240,427082246_5bf1c3676f,startseq man in yellow shirt training black poodle endseq
36241,427082246_5bf1c3676f,startseq man in yellow sweatshirt and black pants plays with black poodle endseq
36242,427082246_5bf1c3676f,startseq man wearing yellow shirt is playing with his black poodle endseq
36243,427082246_5bf1c3676f,startseq man wearing yellow sweater playing with black dog in grassy field endseq
36244,427082246_5bf1c3676f,startseq man in yellow jacket teaching his black dog to do trick endseq
36245,427167162_2c99779444,startseq group of men are fighting in front of bar in european city one of them hitting another with stick endseq
36246,427167162_2c99779444,startseq group of people jumping away in street endseq
36247,427167162_2c99779444,startseq eight men fighting in the street endseq
36248,427167162_2c99779444,startseq group of people fighting on street endseq
36249,427167162_2c99779444,startseq men fighting in front of bar endseq
36250,427557693_1108566fd2,startseq two adults walking in the street in suburban area endseq
36251,427557693_1108566fd2,startseq two distant boys walking down snowy street in urban area endseq
36252,427557693_1108566fd2,startseq two people walking across street endseq
36253,427557693_1108566fd2,startseq two people walking on street with barren trees endseq
36254,427557693_1108566fd2,startseq two people walking on the street with lots of bare trees around and snow on the ground endseq
36255,427683329_95d510a087,startseq an older woman in sunglasses sits behind man in yellow shirt endseq
36256,427683329_95d510a087,startseq an older woman with big sunglasses sits behind man in yellow shirt perhaps at ball game or other event endseq
36257,427683329_95d510a087,startseq an old whitehaired lady wearing sunglasses is sitting behind man in yellow endseq
36258,427683329_95d510a087,startseq closeup of the side of an old woman face with oversized sun blocking glasses gray hair and gold earring endseq
36259,427683329_95d510a087,startseq older woman wearing sunglasses and golden earring endseq
36260,427936315_0b8f7b8d23,startseq brown dog is chasing red frisbee across grassy field endseq
36261,427936315_0b8f7b8d23,startseq dog leaps in the air to catch red frisbee endseq
36262,427936315_0b8f7b8d23,startseq dog runs for red frisbee endseq
36263,427936315_0b8f7b8d23,startseq dog surrounded by trees runs to catch frisbee endseq
36264,427936315_0b8f7b8d23,startseq the large brown dog is running through the grass to catch red frisbee endseq
36265,428408242_b32faf2240,startseq brown and white dog is jumping with red frisbee in its mouth endseq
36266,428408242_b32faf2240,startseq brown and white dog leaps holding flexible frisbee endseq
36267,428408242_b32faf2240,startseq dog running with frisbee endseq
36268,428408242_b32faf2240,startseq fit dog leaps with disc in its mouth endseq
36269,428408242_b32faf2240,startseq the brown and white bog has red item in its mouth endseq
36270,428483413_b9370baf72,startseq blond girl standing in front of large metal fan endseq
36271,428483413_b9370baf72,startseq man and woman walking past record shop endseq
36272,428483413_b9370baf72,startseq woman and man are passing by window displaying record endseq
36273,428483413_b9370baf72,startseq woman and man stand outside store endseq
36274,428483413_b9370baf72,startseq woman with dirty blonde hair and sunglasses and man with dark hair stand in front of record store endseq
36275,428485639_a82635d6ee,startseq girl straddles bike rack on city street endseq
36276,428485639_a82635d6ee,startseq little girl in blue outfit is climbing on metal railings in the street endseq
36277,428485639_a82635d6ee,startseq little girl in navy blue is posing on railing endseq
36278,428485639_a82635d6ee,startseq little girl wearing navy skirt is climbing on some silver poles endseq
36279,428485639_a82635d6ee,startseq young girl in blue skirt is propping herself up on bars of metal structure outside endseq
36280,428796930_476a3d6395,startseq black dog is playing with green toy in yellow grass endseq
36281,428796930_476a3d6395,startseq black dog is running with green toy between its paws endseq
36282,428796930_476a3d6395,startseq black dog outside with green toy endseq
36283,428796930_476a3d6395,startseq black dog playing with green toy endseq
36284,428796930_476a3d6395,startseq black dog plays with green object endseq
36285,429174232_ddd4ff5e0b,startseq an alley open to couple of people walking by endseq
36286,429174232_ddd4ff5e0b,startseq the legs of several people walking past an alley endseq
36287,429174232_ddd4ff5e0b,startseq two pairs of legs walk past the end of an alley between two brick buildings endseq
36288,429174232_ddd4ff5e0b,startseq two people walk down the street seen from alleyway endseq
36289,429174232_ddd4ff5e0b,startseq view through an alley of pedestrians passing by endseq
36290,429205889_ff5a006311,startseq woman admiring colorful christmas ornaments endseq
36291,429205889_ff5a006311,startseq woman browses through some ornaments endseq
36292,429205889_ff5a006311,startseq woman in black dress looking endseq
36293,429205889_ff5a006311,startseq woman looking at colorful display endseq
36294,429205889_ff5a006311,startseq woman standing next to wire tree with ornamental balls hanging from it endseq
36295,429270993_294ba8e64c,startseq man in camouflage pants and backwards cap carrying toolbox and backpack endseq
36296,429270993_294ba8e64c,startseq man wearing urban combat pants is walking down the street carrying toolbox endseq
36297,429270993_294ba8e64c,startseq man carrying tool box on sidewalk endseq
36298,429270993_294ba8e64c,startseq man is carrying tool box down the sidewalk endseq
36299,429270993_294ba8e64c,startseq young man in camo pants carries large metal box walks along the sidewalk endseq
36300,429283612_37f6e7fb7f,startseq man and woman looking at ruins endseq
36301,429283612_37f6e7fb7f,startseq two people are observing some ruins endseq
36302,429283612_37f6e7fb7f,startseq two people are standing on hill overlooking rolling green grass endseq
36303,429283612_37f6e7fb7f,startseq two people take in the view from hillside endseq
36304,429283612_37f6e7fb7f,startseq two tourists photograph countryside and ruins endseq
36305,429851331_b248ca01cd,startseq brown dog holding something purple and black in its mouth endseq
36306,429851331_b248ca01cd,startseq dog catches black frisbee endseq
36307,429851331_b248ca01cd,startseq large wet yellow dog retrives his toy endseq
36308,429851331_b248ca01cd,startseq dog running with toy endseq
36309,429851331_b248ca01cd,startseq the wet dog catches toy while playing on the sand endseq
36310,430173345_86388d8822,startseq brown dog possessively grabs purple frisbee in field endseq
36311,430173345_86388d8822,startseq brown dog running to catch frisbee in field of grass endseq
36312,430173345_86388d8822,startseq brown dog with purple frisbee in its mouth endseq
36313,430173345_86388d8822,startseq dog in field with frisbee endseq
36314,430173345_86388d8822,startseq the dog is concerned with purple object lying in an uncut field endseq
36315,430803349_a66c91f64e,startseq brown dog holding buoy in its mouth in the water endseq
36316,430803349_a66c91f64e,startseq dog carries an object in the water endseq
36317,430803349_a66c91f64e,startseq dog running through water with white toy in its mouth endseq
36318,430803349_a66c91f64e,startseq the black dog is in the water with white object in its mouth endseq
36319,430803349_a66c91f64e,startseq the black dog retreived the white toy in the water endseq
36320,430964917_022995afb6,startseq bicyclist with backpack rides down suburban street endseq
36321,430964917_022995afb6,startseq man riding bike wearing flannel shirt plaid pants and blue backpack while riding on street near buildings and parked cars endseq
36322,430964917_022995afb6,startseq man wearing lots of plaid riding bike through the streets endseq
36323,430964917_022995afb6,startseq person wearing blue and white coat rides bicycle down the street endseq
36324,430964917_022995afb6,startseq person riding their bicycle on the street with backpack on endseq
36325,431018958_84b2beebff,startseq girl in yellow top is paddling wooden boat past wooden jetty endseq
36326,431018958_84b2beebff,startseq girl paddles canoe endseq
36327,431018958_84b2beebff,startseq girl rows boat from dock endseq
36328,431018958_84b2beebff,startseq girl pushing boat with pole in the water endseq
36329,431018958_84b2beebff,startseq the girl is paddling rusty canoe in the water endseq
36330,431282339_0aa60dd78e,startseq black dog is jumping over white fence whilst taking part in dog show endseq
36331,431282339_0aa60dd78e,startseq dog leaps over the hurdle endseq
36332,431282339_0aa60dd78e,startseq small dog leaps over striped hurdle endseq
36333,431282339_0aa60dd78e,startseq white black and brown dog jumping over hurdle endseq
36334,431282339_0aa60dd78e,startseq the dog is leaping over the bar endseq
36335,431410325_f4916b5460,startseq golden haired dog with wet hair is licking its nose while moving through shallow water endseq
36336,431410325_f4916b5460,startseq golden retriever licks his nose as he dries off from the water endseq
36337,431410325_f4916b5460,startseq long haired dog walks out of the water and licks his nose endseq
36338,431410325_f4916b5460,startseq wet brown dog is leaving the water endseq
36339,431410325_f4916b5460,startseq the brown dog is running in the water licking his nose endseq
36340,432167214_c17fcc1a2d,startseq dark colored man is holding protest banner in busy city street with people staring from behind endseq
36341,432167214_c17fcc1a2d,startseq man in blue and yellow jacket holding religious sign stands in street with people behind him on the sidewalk endseq
36342,432167214_c17fcc1a2d,startseq man is holding religious poster endseq
36343,432167214_c17fcc1a2d,startseq man wearing hat holding sign with writing on it endseq
36344,432167214_c17fcc1a2d,startseq man standing on the street holding sign endseq
36345,432248727_e7b623adbf,startseq brown dog howls endseq
36346,432248727_e7b623adbf,startseq brown dog in the grass field is looking up at the sky endseq
36347,432248727_e7b623adbf,startseq brown dog is crouching and looking up in field of grass endseq
36348,432248727_e7b623adbf,startseq large brown dog is crouching in grassy field endseq
36349,432248727_e7b623adbf,startseq brown dog crouching in grass looking up endseq
36350,432490118_54a9c0e500,startseq collie and springer spaniel playing outside endseq
36351,432490118_54a9c0e500,startseq the large brown and white dog is jumping towards the small brown and white dog endseq
36352,432490118_54a9c0e500,startseq two brown and white dogs fighting on grassy area in front of tree endseq
36353,432490118_54a9c0e500,startseq two brown and white dogs in the grass near stone structure endseq
36354,432490118_54a9c0e500,startseq two tan and white dogs look at each other in an outdoor setting endseq
36355,432496659_f01464d9fb,startseq brown and white dog is walking through some wasteland endseq
36356,432496659_f01464d9fb,startseq collie runs across yard in the springtime endseq
36357,432496659_f01464d9fb,startseq collie surrounded by leafless bushes endseq
36358,432496659_f01464d9fb,startseq dog that looks like lassie walking in the fields endseq
36359,432496659_f01464d9fb,startseq the dog is in front of some bushes endseq
36360,433810429_a4da0eac50,startseq people hiking through an icy hilly landscape endseq
36361,433810429_a4da0eac50,startseq three men hike in the snow endseq
36362,433810429_a4da0eac50,startseq three people backpacking across large snowy and rocky field endseq
36363,433810429_a4da0eac50,startseq three people walking across an icy hill endseq
36364,433810429_a4da0eac50,startseq three people walk on snow covered wasteland endseq
36365,433855742_c2a6fda763,startseq dog jumps man leg to take frisbee from his hand endseq
36366,433855742_c2a6fda763,startseq dog jumps for the frisbee the girl is holding endseq
36367,433855742_c2a6fda763,startseq person in black coat playing frisbee with dog near wooded area endseq
36368,433855742_c2a6fda763,startseq woman and dog play with disk in field endseq
36369,433855742_c2a6fda763,startseq the dog owner attempts to retrieve the frisbee from her pet endseq
36370,434433505_966e50e17d,startseq person does trick on skateboard endseq
36371,434433505_966e50e17d,startseq skateboarder is doing trick in midair endseq
36372,434433505_966e50e17d,startseq he is doing tricks on the skateboard endseq
36373,434433505_966e50e17d,startseq there is the bottom of skateboard off the ground with someone in blue jeans holding it endseq
36374,434433505_966e50e17d,startseq this skateboarder wearing jeans and tennis shoes grabs the board while in the air endseq
36375,434792818_56375e203f,startseq couple looking at red sculpture endseq
36376,434792818_56375e203f,startseq man and woman looking at red sculpture endseq
36377,434792818_56375e203f,startseq man and woman look back at the camera while standing in front of red art structure endseq
36378,434792818_56375e203f,startseq man and woman stand in front of large red modern statue endseq
36379,434792818_56375e203f,startseq man and woman stand near large red sculpture outdoors endseq
36380,434938585_fbf913dfb4,startseq photo of smiling young woman in front of tables on the street endseq
36381,434938585_fbf913dfb4,startseq woman in jacket is posing for camera smiling in mostly empty restaurant endseq
36382,434938585_fbf913dfb4,startseq young girl standing outside restaurant at night endseq
36383,434938585_fbf913dfb4,startseq young woman wearing turtle neck and black jacket is smiling for picture endseq
36384,434938585_fbf913dfb4,startseq the little girl is wearing black sweater and standing in front of restaurant endseq
36385,435054077_3506dbfcf4,startseq girl in gray shirt and brown hair relaxes on the lawn as dogs bound around her endseq
36386,435054077_3506dbfcf4,startseq woman sitting next to her purse watching dogs at the park endseq
36387,435054077_3506dbfcf4,startseq young woman sits crosslegged beside her purse on the grass among crowd of dogs endseq
36388,435054077_3506dbfcf4,startseq there are several dogs in the field where the girl with the ponytail is sitting down endseq
36389,435054077_3506dbfcf4,startseq woman sitting in the grass with many dogs around her endseq
36390,435739506_2daf7f4887,startseq dog approachs small creature in barren snowy field endseq
36391,435739506_2daf7f4887,startseq black dog in snowy field endseq
36392,435739506_2daf7f4887,startseq black dog running through grassy area endseq
36393,435739506_2daf7f4887,startseq two dogs are running towards some long grass in the scrubland endseq
36394,435739506_2daf7f4887,startseq two dogs run in field of brown grass endseq
36395,435827376_4384c3005a,startseq couple walking down the street carrying bags endseq
36396,435827376_4384c3005a,startseq man and woman are carrying bags down an empty street endseq
36397,435827376_4384c3005a,startseq man and woman walking down street carrying luggage endseq
36398,435827376_4384c3005a,startseq two people carrying various items walking down city street endseq
36399,435827376_4384c3005a,startseq two people carry their bags down an unpaved road endseq
36400,436009777_440c7679a1,startseq couple are sitting on rock in front of street endseq
36401,436009777_440c7679a1,startseq man and woman sit on rock beside street endseq
36402,436009777_440c7679a1,startseq two people sit on large rock near city street endseq
36403,436009777_440c7679a1,startseq two people sitting on rock in city park endseq
36404,436009777_440c7679a1,startseq two people talk while sitting on big rock endseq
36405,436013859_793d870b6f,startseq brown dog chasing frisbee barbeque in the background endseq
36406,436013859_793d870b6f,startseq brown dog is trying to catch flying disk but missed it endseq
36407,436013859_793d870b6f,startseq dog is twisting in the air as it tries to catch frisbee endseq
36408,436013859_793d870b6f,startseq brown dog plays with frisbee endseq
36409,436013859_793d870b6f,startseq the brown dog dives backwards to catch the football endseq
36410,436015762_8d0bae90c3,startseq man prepares to enter the red building endseq
36411,436015762_8d0bae90c3,startseq man walking around the corner of red building endseq
36412,436015762_8d0bae90c3,startseq man walks past red building with fake rocket attached to it endseq
36413,436015762_8d0bae90c3,startseq man walks under building with large rocket shaped sculpture endseq
36414,436015762_8d0bae90c3,startseq person walking by red building with jet on top of it endseq
36415,436393371_822ee70952,startseq brown doberman is outside with stick in its mouth endseq
36416,436393371_822ee70952,startseq brown dog shows his teeth endseq
36417,436393371_822ee70952,startseq dog bites stick endseq
36418,436393371_822ee70952,startseq dog is biting twig endseq
36419,436393371_822ee70952,startseq dog with sharp teeth is chewing on stick outside endseq
36420,436608339_f1d1298770,startseq couple posing in front of picture wall endseq
36421,436608339_f1d1298770,startseq an adult couple pose by cardboard cut out for movie endseq
36422,436608339_f1d1298770,startseq an asian couple are standing by fantasy poster endseq
36423,436608339_f1d1298770,startseq an asian couple stands near wax figure endseq
36424,436608339_f1d1298770,startseq one person in brown suit with his arm around another in hat by wall endseq
36425,437054333_5c2761b8cd,startseq bus filled with passengers in chicago at night endseq
36426,437054333_5c2761b8cd,startseq bus full of people waiting at stop endseq
36427,437054333_5c2761b8cd,startseq people are sitting on bus endseq
36428,437054333_5c2761b8cd,startseq people in bus which is heading to peterson endseq
36429,437054333_5c2761b8cd,startseq there are people sitting on bus that is labeled peterson endseq
36430,437404867_209625774d,startseq woman is sitting on sidewalk with cellphone at her ear endseq
36431,437404867_209625774d,startseq woman rests on the curb of city street while talking on her cellphone endseq
36432,437404867_209625774d,startseq woman sits on the curb while talking on her cellphone endseq
36433,437404867_209625774d,startseq woman sits on the edge of sidewalk with garbage bin beside her endseq
36434,437404867_209625774d,startseq woman sits on the curb talking on cellphone endseq
36435,437527058_189f2a7eef,startseq caravan of snowmobile travel through the snow endseq
36436,437527058_189f2a7eef,startseq pair of people in heavy winter jackets rides through the snow on snowmobile endseq
36437,437527058_189f2a7eef,startseq people riding something in the snow endseq
36438,437527058_189f2a7eef,startseq person on polaris ski mobile in the snow endseq
36439,437527058_189f2a7eef,startseq the man wearing blue helmet is riding polaris endseq
36440,437917001_ae1106f34e,startseq dark colored man is laying on newspapers by metal railing with his shoes off endseq
36441,437917001_ae1106f34e,startseq homeless man is lying on the ground with his stuff strewn around endseq
36442,437917001_ae1106f34e,startseq homeless man is sleeping outside at the top of staircase endseq
36443,437917001_ae1106f34e,startseq an man is sleeping on top of his clothes on concrete stairs endseq
36444,437917001_ae1106f34e,startseq man sleeping on the street endseq
36445,438639005_208bc59b0b,startseq boy in red and girl pink are walking through low cut field endseq
36446,438639005_208bc59b0b,startseq the little boy and little girl are walking side by side endseq
36447,438639005_208bc59b0b,startseq two small children walk away in field endseq
36448,438639005_208bc59b0b,startseq two small children walking in field endseq
36449,438639005_208bc59b0b,startseq two young children are walking across an open field endseq
36450,439037721_cdf1fc7358,startseq two men sitting on the bank of lake with an ice chest endseq
36451,439037721_cdf1fc7358,startseq two people having picnic by lake endseq
36452,439037721_cdf1fc7358,startseq two people having picnic by the shore endseq
36453,439037721_cdf1fc7358,startseq two people sitting on grass in front of lake looking at the sky endseq
36454,439037721_cdf1fc7358,startseq two people with hats looking at lake while sitting on yellowgrassed hill endseq
36455,439049388_3dcee2d30b,startseq people possibly fishermen with their boats in shadow on shore at an orangesunset endseq
36456,439049388_3dcee2d30b,startseq man in an orange vest is standing next to yellow canoe endseq
36457,439049388_3dcee2d30b,startseq people tend canoes at the edge of body of water during dimly lit time of day endseq
36458,439049388_3dcee2d30b,startseq the men are getting their kayaks secured on the beach for the night endseq
36459,439049388_3dcee2d30b,startseq two men standing on the shore beside their kayaks at dusk endseq
36460,439492931_a96d590e40,startseq cluster of four brown dogs play in field of brown grass endseq
36461,439492931_a96d590e40,startseq four dogs are together in the field of dry grass endseq
36462,439492931_a96d590e40,startseq four dogs in grassy area endseq
36463,439492931_a96d590e40,startseq four mediumsized dogs wrestle with each other on grass field endseq
36464,439492931_a96d590e40,startseq four small dogs play outside endseq
36465,439569646_c917f1bc78,startseq girl is hiding behind painted wooden structure inside building endseq
36466,439569646_c917f1bc78,startseq little girl with red dress facing panel with her back to the camera endseq
36467,439569646_c917f1bc78,startseq young blonde girl wearing red dress kneeling on red carpet endseq
36468,439569646_c917f1bc78,startseq young girl faces white and black wall in redcarpeted room endseq
36469,439569646_c917f1bc78,startseq girl kneeling on red carpet endseq
36470,439916996_1ddb9dc8e7,startseq brown dogs and woman in yard endseq
36471,439916996_1ddb9dc8e7,startseq brown dog persues frisbee across the grass as the thrower watches endseq
36472,439916996_1ddb9dc8e7,startseq woman in blue jacket watches as her two brown dogs play with red ball in grassy yard endseq
36473,439916996_1ddb9dc8e7,startseq woman throws frisbee for her two brown dogs to chase endseq
36474,439916996_1ddb9dc8e7,startseq woman watches brown dog run away from house across the grass endseq
36475,440184957_267f3f3a2b,startseq clown shares cutout pictures of children endseq
36476,440184957_267f3f3a2b,startseq dirty looking clown holding up two paper cut outs of children with blond hair endseq
36477,440184957_267f3f3a2b,startseq man wearing balloon hat and grassy shirt holds up two large paper dolls endseq
36478,440184957_267f3f3a2b,startseq man wearing balloon hat holds up colored cutout drawings of two men endseq
36479,440184957_267f3f3a2b,startseq the man wears balloons on his head and holds paper people endseq
36480,440190907_bf8b7ba8ef,startseq group of people walk through shopping mall endseq
36481,440190907_bf8b7ba8ef,startseq many people walk through the store endseq
36482,440190907_bf8b7ba8ef,startseq people browse in store endseq
36483,440190907_bf8b7ba8ef,startseq people strolling through an indoor market endseq
36484,440190907_bf8b7ba8ef,startseq the shoppers are walking in store endseq
36485,440737340_5af34ca9cf,startseq black man with red mask is carrying box endseq
36486,440737340_5af34ca9cf,startseq man in domino mask carries an amplifier up hill endseq
36487,440737340_5af34ca9cf,startseq man with mask carrying black speaker endseq
36488,440737340_5af34ca9cf,startseq masked man in bright clothing carrying large box endseq
36489,440737340_5af34ca9cf,startseq black man lifting black box is watched by black dog endseq
36490,441212506_fcc321ac28,startseq the black dog runs with ball with two smaller dogs behind it endseq
36491,441212506_fcc321ac28,startseq three dogs playing in field one with ball in its mouth endseq
36492,441212506_fcc321ac28,startseq three dogs race towards the viewer over lawn endseq
36493,441212506_fcc321ac28,startseq three dogs running in grass one carrying tennis ball in mouth endseq
36494,441212506_fcc321ac28,startseq two small dogs follow larger dog with tennis ball endseq
36495,44129946_9eeb385d77,startseq couple watches boat against skyline endseq
36496,44129946_9eeb385d77,startseq man and woman sit on bench watching boat go by endseq
36497,44129946_9eeb385d77,startseq the sun is setting while man and woman watch boat go by endseq
36498,44129946_9eeb385d77,startseq two people sit on bench and watch boat on the water endseq
36499,44129946_9eeb385d77,startseq two people watching boat sail past endseq
36500,441398149_297146e38d,startseq female jogger wearing red endseq
36501,441398149_297146e38d,startseq girl with headphones is running next to some street signs endseq
36502,441398149_297146e38d,startseq woman in red outfit is jogging next to several street signs endseq
36503,441398149_297146e38d,startseq woman jogging across an intersection endseq
